symbol,weight
XLU,0.321
TQQQ,0.321
TECL,0.214
GLD,0.143QQQ,BUY,21,11786.25,2025-07-23 08:07:07.870314
SPY,BUY,14,8804.04,2025-07-23 08:07:07.870314
AAPL,BUY,14,3001.6,2025-07-23 08:07:07.870314
MSFT,BUY,6,3031.62,2025-07-23 08:07:07.870314
GOOGL,BUY,15,2870.1,2025-07-23 08:07:07.870314
SPY,BUY,19,11948.34,2025-07-23 08:11:04.963323
QQQ,BUY,16,8980.0,2025-07-23 08:11:04.963323
VTI,BUY,19,5886.2,2025-07-23 08:11:04.963323
AAPL,BUY,14,3001.6,2025-07-23 08:11:04.963323
XLU,BUY,115,9780.75,2025-07-23 08:17:32.986016
TQQQ,BUY,113,9797.1,2025-07-23 08:17:32.986016
TECL,BUY,66,6520.14,2025-07-23 08:17:32.986016
GLD,BUY,13,4109.3,2025-07-23 08:17:32.986016
XLU,BUY,115,9780.75,2025-07-23 08:17:43.301162
TQQQ,BUY,113,9797.1,2025-07-23 08:17:43.301162
TECL,BUY,66,6520.14,2025-07-23 08:17:43.301162
GLD,BUY,13,4109.3,2025-07-23 08:17:43.301162
XLU,BUY,115,9780.75,2025-07-23 08:22:19.990467
TQQQ,BUY,113,9797.1,2025-07-23 08:22:19.990467
TECL,BUY,66,6520.14,2025-07-23 08:22:19.990467
GLD,BUY,13,4109.3,2025-07-23 08:22:19.990467
XLU,BUY,115,9780.75,2025-07-23 08:25:56.548270
TQQQ,BUY,113,9797.1,2025-07-23 08:25:56.548270
TECL,BUY,66,6520.14,2025-07-23 08:25:56.548270
GLD,BUY,13,4109.3,2025-07-23 08:25:56.548270
XLU,BUY,115,9780.75,2025-07-23 08:26:09.287221
TQQQ,BUY,113,9797.1,2025-07-23 08:26:09.287221
TECL,BUY,66,6520.14,2025-07-23 08:26:09.287221
GLD,BUY,13,4109.3,2025-07-23 08:26:09.287221
XLU,BUY,115,9780.75,2025-07-23 08:26:53.508478
TQQQ,BUY,113,9797.1,2025-07-23 08:26:53.508478
TECL,BUY,66,6520.14,2025-07-23 08:26:53.508478
GLD,BUY,13,4109.3,2025-07-23 08:26:53.508478
XLU,BUY,115,9780.75,2025-07-23 08:27:06.511991
TQQQ,BUY,113,9797.1,2025-07-23 08:27:06.511991
TECL,BUY,66,6520.14,2025-07-23 08:27:06.511991
GLD,BUY,13,4109.3,2025-07-23 08:27:06.511991
XLU,BUY,115,9780.75,2025-07-23 08:29:48.937694
TQQQ,BUY,113,9797.1,2025-07-23 08:29:48.937694
TECL,BUY,66,6520.14,2025-07-23 08:29:48.937694
GLD,BUY,13,4109.3,2025-07-23 08:29:48.937694
XLU,BUY,115,9780.75,2025-07-23 08:30:02.402685
TQQQ,BUY,113,9797.1,2025-07-23 08:30:02.402685
TECL,BUY,66,6520.14,2025-07-23 08:30:02.402685
GLD,BUY,13,4109.3,2025-07-23 08:30:02.402685
XLU,BUY,115,9780.75,2025-07-23 08:34:19.680123
TQQQ,BUY,113,9797.1,2025-07-23 08:34:19.680123
TECL,BUY,66,6520.14,2025-07-23 08:34:19.680123
GLD,BUY,13,4109.3,2025-07-23 08:34:19.680123
XLU,BUY,115,9780.75,2025-07-23 08:34:33.418616
TQQQ,BUY,113,9797.1,2025-07-23 08:34:33.418616
TECL,BUY,66,6520.14,2025-07-23 08:34:33.418616
GLD,BUY,13,4109.3,2025-07-23 08:34:33.418616
XLU,BUY,115,9780.75,2025-07-23 08:37:33.049644
TQQQ,BUY,113,9797.1,2025-07-23 08:37:33.049644
TECL,BUY,66,6520.14,2025-07-23 08:37:33.049644
GLD,BUY,13,4109.3,2025-07-23 08:37:33.049644
XLU,BUY,358,30447.899999999998,2025-07-23 08:37:57.950846
XLU,BUY,358,30447.899999999998,2025-07-23 08:38:15.568021
XLU,BUY,358,30447.899999999998,2025-07-23 08:38:59.857771
XLU,BUY,35,2976.75,2025-07-23 08:39:21.725598
XLU,BUY,35,2976.75,2025-07-23 08:41:41.555510
XLU,BUY,35,2976.75,2025-07-23 08:46:01.909331
AAPL,BUY,14,3001.6,2025-07-23 09:13:22.000216
SPY,BUY,4,2515.44,2025-07-23 09:19:14.410801
XLU,BUY,115,9780.75,2025-07-23 09:20:46.107809
TQQQ,BUY,113,9797.1,2025-07-23 09:20:46.107809
TECL,BUY,66,6520.14,2025-07-23 09:20:46.107809
GLD,BUY,13,4109.3,2025-07-23 09:20:46.107809
XLU,BUY,115,9780.75,2025-07-23 09:28:35.824970
TQQQ,BUY,113,9797.1,2025-07-23 09:28:35.824970
TECL,BUY,66,6520.14,2025-07-23 09:28:35.824970
GLD,BUY,13,4109.3,2025-07-23 09:28:35.824970
XLU,BUY,115,9780.75,2025-07-23 09:29:01.824304
TQQQ,BUY,113,9797.1,2025-07-23 09:29:01.824304
TECL,BUY,66,6520.14,2025-07-23 09:29:01.824304
GLD,BUY,13,4109.3,2025-07-23 09:29:01.824304
XLU,BUY,115,9780.75,2025-07-23 09:40:45.604620
TQQQ,BUY,113,9797.1,2025-07-23 09:40:45.604620
TECL,BUY,66,6520.14,2025-07-23 09:40:45.604620
GLD,BUY,13,4109.3,2025-07-23 09:40:45.604620
XLU,BUY,115,9780.75,2025-07-23 09:40:52.052431
TQQQ,BUY,113,9797.1,2025-07-23 09:40:52.052431
TECL,BUY,66,6520.14,2025-07-23 09:40:52.052431
GLD,BUY,13,4109.3,2025-07-23 09:40:52.052431
XLU,BUY,115,9780.75,2025-07-23 09:41:51.817925
TQQQ,BUY,113,9797.1,2025-07-23 09:41:51.817925
TECL,BUY,66,6520.14,2025-07-23 09:41:51.817925
GLD,BUY,13,4109.3,2025-07-23 09:41:51.817925
XLU,BUY,115,9780.75,85.05,2025-07-23 09:46:12.801093
TQQQ,BUY,113,9797.1,86.7,2025-07-23 09:46:12.801093
TECL,BUY,66,6520.14,98.79,2025-07-23 09:46:12.801093
GLD,BUY,13,4109.3,316.1,2025-07-23 09:46:12.801093
XLU,BUY,115,9780.75,85.05,2025-07-23 09:47:16.384439
TQQQ,BUY,113,9797.1,86.7,2025-07-23 09:47:16.384439
TECL,BUY,66,6520.14,98.79,2025-07-23 09:47:16.384439
GLD,BUY,13,4109.3,316.1,2025-07-23 09:47:16.384439
XLU,BUY,19,1615.95,85.05,2025-07-23 10:02:05.396552
XLU,BUY,19,1615.95,85.05,2025-07-23 10:02:29.411544
XLU,BUY,19,1615.95,85.05,2025-07-23 10:03:31.560682
XLU,BUY,19,1615.95,85.05,2025-07-23 10:04:42.943811
XLU,BUY,19,1615.95,85.05,2025-07-23 10:07:30.040500
XLU,BUY,115,9780.75,85.05,2025-07-23 10:12:12.927229
TQQQ,BUY,113,9797.1,86.7,2025-07-23 10:12:12.927229
TECL,BUY,66,6520.14,98.79,2025-07-23 10:12:12.927229
GLD,BUY,13,4109.3,316.1,2025-07-23 10:12:12.927229
XLU,BUY,115,9780.75,85.05,2025-07-23 10:12:40.771485
TQQQ,BUY,113,9797.1,86.7,2025-07-23 10:12:40.771485
TECL,BUY,66,6520.14,98.79,2025-07-23 10:12:40.771485
GLD,BUY,13,4109.3,316.1,2025-07-23 10:12:40.771485
XLU,BUY,115,9780.75,85.05,2025-07-23 10:16:57.562070
TQQQ,BUY,113,9797.1,86.7,2025-07-23 10:16:57.562070
TECL,BUY,66,6520.14,98.79,2025-07-23 10:16:57.562070
GLD,BUY,13,4109.3,316.1,2025-07-23 10:16:57.562070
XLU,BUY,115,9780.75,85.05,2025-07-23 10:36:14.664623
TQQQ,BUY,113,9797.1,86.7,2025-07-23 10:36:14.664623
TECL,BUY,66,6520.14,98.79,2025-07-23 10:36:14.664623
GLD,BUY,13,4109.3,316.1,2025-07-23 10:36:14.664623
XLU,BUY,114,9792.657,85.9005,114,0,30523.36,20730.703,2025-07-23 10:43:25.475527
TQQQ,BUY,111,9719.937000000002,87.56700000000001,111,0,20730.703,11010.766,2025-07-23 10:43:25.475527
TECL,BUY,65,6485.5635,99.7779,65,0,11010.766,4525.202499999999,2025-07-23 10:43:25.475527
GLD,BUY,13,4150.393,319.261,13,0,4525.202499999999,374.8094999999994,2025-07-23 10:43:25.475527
XLU,BUY,114,9792.657,85.9005,114,0,30523.36,20730.703,2025-07-23 10:48:27.506133
TQQQ,BUY,111,9719.937000000002,87.56700000000001,111,0,20730.703,11010.766,2025-07-23 10:48:27.506133
TECL,BUY,65,6485.5635,99.7779,65,0,11010.766,4525.202499999999,2025-07-23 10:48:27.506133
GLD,BUY,13,4150.393,319.261,13,0,4525.202499999999,374.8094999999994,2025-07-23 10:48:27.506133
XLU,BUY,114,9792.657,85.9005,114,0,30523.36,20730.703,2025-07-23 11:09:44.396666
TQQQ,BUY,111,9719.937000000002,87.56700000000001,111,0,20730.703,11010.766,2025-07-23 11:09:44.396666
TECL,BUY,65,6485.5635,99.7779,65,0,11010.766,4525.202499999999,2025-07-23 11:09:44.396666
GLD,BUY,13,4150.393,319.261,13,0,4525.202499999999,374.8094999999994,2025-07-23 11:09:44.396666
XLU,BUY,115,9791.445,85.143,115,0,30523.36,20731.915,2025-07-25 14:34:24.887309
TQQQ,BUY,109,9734.1578,89.30420000000001,109,0,20731.915,10997.7572,2025-07-25 14:34:24.887309
TECL,BUY,63,6478.8066,102.8382,63,0,10997.7572,4518.9506,2025-07-25 14:34:24.887309
GLD,BUY,13,4073.8451,313.3727,13,0,4518.9506,445.1055000000001,2025-07-25 14:34:24.887309
XLU,BUY,115,9791.445,85.143,115,0,30523.36,20731.915,2025-07-25 14:38:09.792295
TQQQ,BUY,109,9734.1578,89.30420000000001,109,0,20731.915,10997.7572,2025-07-25 14:38:09.792295
TECL,BUY,63,6478.8066,102.8382,63,0,10997.7572,4518.9506,2025-07-25 14:38:09.792295
GLD,BUY,13,4073.8451,313.3727,13,0,4518.9506,445.1055000000001,2025-07-25 14:38:09.792295
XLU,BUY,115,9791.445,85.143,115,0,30523.36,20731.915,2025-07-25 15:37:11.412643
TQQQ,BUY,109,9734.1578,89.30420000000001,109,0,20731.915,10997.7572,2025-07-25 15:37:11.412643
TECL,BUY,63,6478.8066,102.8382,63,0,10997.7572,4518.9506,2025-07-25 15:37:11.412643
GLD,BUY,13,4073.8451,313.3727,13,0,4518.9506,445.1055000000001,2025-07-25 15:37:11.412643
XLU,BUY,115,9791.445,85.143,115,0,30523.36,20731.915,2025-07-25 15:40:05.636720
TQQQ,BUY,109,9734.1578,89.30420000000001,109,0,20731.915,10997.7572,2025-07-25 15:40:05.636720
TECL,BUY,63,6478.8066,102.8382,63,0,10997.7572,4518.9506,2025-07-25 15:40:05.636720
GLD,BUY,13,4073.8451,313.3727,13,0,4518.9506,445.1055000000001,2025-07-25 15:40:05.636720
XLU,BUY,115,9791.445,85.143,115,0,30523.36,20731.915,2025-07-25 15:40:37.589270
TQQQ,BUY,109,9734.1578,89.30420000000001,109,0,20731.915,10997.7572,2025-07-25 15:40:37.589270
TECL,BUY,63,6478.8066,102.8382,63,0,10997.7572,4518.9506,2025-07-25 15:40:37.589270
GLD,BUY,13,4073.8451,313.3727,13,0,4518.9506,445.1055000000001,2025-07-25 15:40:37.589270
XLU,BUY,115,9791.445,85.143,115,0,30523.36,20731.915,2025-07-25 15:49:51.547663
TQQQ,BUY,109,9734.1578,89.30420000000001,109,0,20731.915,10997.7572,2025-07-25 15:49:51.547663
TECL,BUY,63,6478.8066,102.8382,63,0,10997.7572,4518.9506,2025-07-25 15:49:51.547663
GLD,BUY,13,4073.8451,313.3727,13,0,4518.9506,445.1055000000001,2025-07-25 15:49:51.547663
